20,0,0,-0.046354115,-0.036727369,-0.03224902,-0.086583018,-0.081133723,-0.058707891,-0.127316415,-0.099764943,-0.083351591,-0.175312638,-0.097066224,-0.110331418,-0.053235054,-0.23293364,-0.046520976,-0.072954416,-0.330295503,-0.072629111,-0.082591951,-0.3933689,-0.093479471,-0.08965838,-0.449695289,-0.109746287,-0.001939118,-0.23945576,-0.053221071,0.002937973,-0.352807254,-0.074345576,0.006439924,-0.423526704,-0.094721326,0.007974565,-0.485389292,-0.110980863,0.043405235,-0.216404319,-0.062922926,0.060080588,-0.319121569,-0.087126056,0.067603827,-0.384959072,-0.108403729,0.070828497,-0.445725054,-0.124479549,0.082202137,-0.173090577,-0.074757049,0.120600283,-0.233008325,-0.09707755,0.145671308,-0.273931563,-0.108232358,0.16470772,-0.31619668,-0.116646828,0
0,0,0,-0.053489566,-0.034453094,-0.037069142,-0.09817487,-0.064394176,-0.07173096,-0.143834472,-0.067557573,-0.10465559,-0.193911314,-0.061247647,-0.141354318,-0.056602478,-0.21988529,-0.066676538,-0.074310243,-0.322962701,-0.101339001,-0.083689034,-0.390877604,-0.126648154,-0.089764595,-0.454465389,-0.146227535,-0.001126468,-0.226466298,-0.07571638,0.007418156,-0.346700281,-0.106736373,0.01531893,-0.42519778,-0.13299429,0.021742046,-0.498264998,-0.153815444,0.046249032,-0.201378822,-0.087303128,0.068311632,-0.311126411,-0.121854815,0.081629336,-0.381169438,-0.148192461,0.089563787,-0.449585855,-0.167592551,0.086809635,-0.156769097,-0.100761372,0.131508112,-0.218598127,-0.132958572,0.161265016,-0.261476636,-0.148571279,0.184107006,-0.308896542,-0.160009648,0
0,0,0,-0.054589391,-0.034224749,-0.04049509,-0.098607719,-0.065909624,-0.077104572,-0.144096255,-0.071129322,-0.111484911,-0.195082366,-0.06625402,-0.149820645,-0.055345774,-0.221567869,-0.071619775,-0.072660208,-0.32388401,-0.108608891,-0.081836283,-0.39199543,-0.135555033,-0.087572813,-0.456057906,-0.156448726,0.000600815,-0.227419734,-0.080233682,0.010043502,-0.346966982,-0.114171844,0.017845452,-0.425310969,-0.142490212,0.024011016,-0.499567688,-0.164856497,0.047865868,-0.201677501,-0.091672372,0.070290804,-0.310748965,-0.129179154,0.08339119,-0.381023705,-0.157455523,0.091140389,-0.450514317,-0.178153951,0.087835193,-0.156321883,-0.10516261,0.132238865,-0.21825254,-0.13972183,0.161775768,-0.261396229,-0.157181833,0.184627891,-0.309727073,-0.170121957,0
0,0,0,-0.053698599,-0.034607291,-0.039347735,-0.09845978,-0.066947877,-0.075115528,-0.14319849,-0.072515965,-0.108767961,-0.192910671,-0.066123486,-0.146338504,-0.054363132,-0.225014031,-0.069323559,-0.071487069,-0.32709986,-0.105335784,-0.080317199,-0.394822061,-0.131918457,-0.085862815,-0.458226472,-0.152571302,0.001701057,-0.230497956,-0.078083363,0.011495948,-0.35068506,-0.110914793,0.019248009,-0.429151833,-0.138413441,0.025087416,-0.502448618,-0.160151672,0.049055994,-0.204130948,-0.089676824,0.071239531,-0.313355833,-0.126162869,0.084100962,-0.383391321,-0.153638568,0.09172374,-0.451835215,-0.173743677,0.089231193,-0.15793854,-0.103303616,0.133557022,-0.220243633,-0.136901167,0.163197577,-0.263139725,-0.153627631,0.186101973,-0.310911238,-0.166016292,0
0,0,0,-0.053511441,-0.034064412,-0.038239208,-0.098053396,-0.066467226,-0.073559635,-0.14334476,-0.071180284,-0.106942758,-0.193399191,-0.064953148,-0.144352921,-0.055238783,-0.223267138,-0.069510811,-0.073143721,-0.325827241,-0.10555362,-0.082136273,-0.393861741,-0.131814935,-0.087969661,-0.457623184,-0.152208828,0.000407875,-0.22918582,-0.07892292,0.009330094,-0.349853575,-0.111990855,0.016965866,-0.428936541,-0.139469244,0.022250652,-0.50298053,-0.161157378,0.047591746,-0.203008056,-0.091002234,0.069548666,-0.312551647,-0.128040694,0.082219183,-0.383181483,-0.155896746,0.089086771,-0.452766448,-0.176223733,0.087605238,-0.156880796,-0.104920261,0.132278681,-0.219406307,-0.139272847,0.161833704,-0.262226403,-0.156350174,0.184176683,-0.310288131,-0.168953948,0
0,0,0,-0.05349952,-0.033545375,-0.038929438,-0.097919047,-0.067097127,-0.074088206,-0.141759753,-0.07351321,-0.107189973,-0.190549135,-0.068621576,-0.144158123,-0.053897202,-0.225382209,-0.068760356,-0.071675003,-0.327986866,-0.104434935,-0.080720961,-0.395919263,-0.130641056,-0.086563766,-0.459528327,-0.151066376,0.001649499,-0.231344402,-0.077593295,0.010321796,-0.351865172,-0.11034174,0.017744243,-0.430256784,-0.137753231,0.023044705,-0.503769338,-0.159437773,0.048462689,-0.205169857,-0.089226087,0.070407867,-0.314537853,-0.125809488,0.083076239,-0.38395068,-0.153456507,0.090104997,-0.452528179,-0.173675833,0.087992847,-0.15912658,-0.102840213,0.132470131,-0.221963346,-0.136849371,0.162054241,-0.264761448,-0.153985304,0.184533596,-0.312916279,-0.166649414,0
0,0,0,-0.053276062,-0.032550454,-0.038406649,-0.098242581,-0.065493584,-0.072974158,-0.143065393,-0.071674764,-0.105489691,-0.192634702,-0.067002594,-0.141731036,-0.054652691,-0.223899305,-0.067029578,-0.072964013,-0.327286273,-0.101566372,-0.082098067,-0.395500898,-0.127225158,-0.08783102,-0.458509207,-0.147214038,-0.000205159,-0.230051458,-0.075555993,0.00773263,-0.350954115,-0.106478517,0.014508665,-0.428985238,-0.132934434,0.019578516,-0.501202404,-0.154073534,0.046496928,-0.204447627,-0.08688092,0.066620529,-0.314274311,-0.12128411,0.078192711,-0.383814037,-0.147964937,0.084663272,-0.451282024,-0.167848659,0.086670518,-0.159118712,-0.100292971,0.129906774,-0.221804976,-0.132464123,0.158875227,-0.264037371,-0.148693723,0.181147456,-0.310242712,-0.160840151,0
0,0,0,-0.048550189,-0.033097684,-0.037498987,-0.09182775,-0.06991899,-0.070101822,-0.137845278,-0.077626407,-0.100430811,-0.187473774,-0.06928128,-0.134034926,-0.053785384,-0.227107108,-0.06255013,-0.071466684,-0.329511553,-0.094386774,-0.080080807,-0.397154629,-0.118311251,-0.085870206,-0.458891153,-0.136972765,8.20E-05,-0.233724833,-0.069591837,0.009709895,-0.352433085,-0.097756321,0.016967297,-0.428337634,-0.122186432,0.022032142,-0.496674776,-0.141425947,0.046608746,-0.208455622,-0.079332287,0.066967726,-0.315685809,-0.110697704,0.077712834,-0.384718597,-0.135877455,0.083779097,-0.449873924,-0.154423023,0.085955143,-0.163136423,-0.091163608,0.129039943,-0.223263919,-0.119959625,0.156974554,-0.265427053,-0.13469846,0.178746641,-0.310526311,-0.145637149,0
0,0,0,-0.047523618,-0.033649445,-0.0348686,-0.089505315,-0.071666121,-0.064998082,-0.133649707,-0.081715703,-0.093044287,-0.18309176,-0.079115212,-0.124325714,-0.053101778,-0.223145008,-0.057616456,-0.070809245,-0.322960436,-0.08747354,-0.079872549,-0.388490677,-0.110015138,-0.085974455,-0.448914766,-0.127751669,-0.000234306,-0.22950983,-0.064937084,0.007754266,-0.344385713,-0.091502717,0.01420027,-0.417465866,-0.115279845,0.018794894,-0.484048098,-0.134129232,0.045024633,-0.204867065,-0.07487665,0.063868046,-0.308360338,-0.105186476,0.073055327,-0.376201689,-0.130602753,0.078047454,-0.441264093,-0.149403206,0.082985401,-0.160475492,-0.086572549,0.12459892,-0.218870699,-0.11453647,0.151715159,-0.260607839,-0.129359132,0.172629476,-0.305881917,-0.140502638,0
0,0,0,-0.04530704,-0.03658843,-0.032281845,-0.086071908,-0.081181526,-0.059053822,-0.129148602,-0.095375061,-0.083978816,-0.177581787,-0.093184471,-0.111798457,-0.051495552,-0.228749394,-0.049834098,-0.068035066,-0.32591033,-0.076576232,-0.076349795,-0.389904946,-0.097160219,-0.0822227,-0.447346717,-0.11334665,0.000113845,-0.233962953,-0.056986167,0.009242892,-0.347249269,-0.080274864,0.015636623,-0.419410616,-0.101848132,0.019435346,-0.482872218,-0.118921957,0.044263005,-0.2091676,-0.066929101,0.063616037,-0.310295105,-0.094296909,0.072470784,-0.37638256,-0.118116609,0.076737285,-0.437984943,-0.135608128,0.081105947,-0.165111065,-0.078600428,0.121931493,-0.22365576,-0.10368774,0.14867568,-0.264123797,-0.117049104,0.168913364,-0.306500584,-0.127107254,0
0,0,0,-0.045132697,-0.036874592,-0.029859574,-0.08405143,-0.083264947,-0.053513141,-0.125773847,-0.101864517,-0.075705534,-0.174150705,-0.101620078,-0.099880723,-0.049805284,-0.23014456,-0.038459228,-0.064998031,-0.322620332,-0.061201004,-0.073164344,-0.382210374,-0.079763433,-0.079494774,-0.435660988,-0.094588777,-0.001104534,-0.234104395,-0.044875329,0.007950962,-0.341130972,-0.063192537,0.014091551,-0.408134878,-0.081322832,0.017470181,-0.466498703,-0.096098376,0.04143697,-0.210345805,-0.054650316,0.05979979,-0.307274282,-0.077477498,0.068701446,-0.369095355,-0.097412487,0.073055804,-0.426973373,-0.112326046,0.077343464,-0.168207169,-0.066458797,0.116939008,-0.225215852,-0.087951181,0.142630517,-0.264957428,-0.099066807,0.162022829,-0.306832194,-0.107518254,0
0,0,0,-0.04608506,-0.038724184,-0.029724715,-0.085469484,-0.086807609,-0.053164629,-0.129148245,-0.107958436,-0.075150071,-0.178521514,-0.110814333,-0.098891145,-0.049104452,-0.231155634,-0.037001258,-0.064141989,-0.322986752,-0.059635064,-0.072419584,-0.381868958,-0.078192568,-0.07878691,-0.434397876,-0.092870815,-0.001311779,-0.234714389,-0.04303197,0.007664502,-0.340570033,-0.06107104,0.013771415,-0.407542795,-0.078989161,0.017346203,-0.46543467,-0.093511274,0.040951669,-0.211577415,-0.052529631,0.058802605,-0.30694288,-0.074719442,0.067545772,-0.367993414,-0.094297683,0.071913481,-0.424735129,-0.108948549,0.076828897,-0.170121372,-0.064116931,0.116045415,-0.225886226,-0.084887689,0.141228676,-0.265058517,-0.095805122,0.160289407,-0.305803865,-0.104048832,0
0,0,0,-0.046386898,-0.039428353,-0.030474728,-0.084919214,-0.088598311,-0.054471243,-0.129096031,-0.111570477,-0.076944347,-0.179083049,-0.116870403,-0.101046461,-0.047156334,-0.233357131,-0.036593541,-0.063214302,-0.324390113,-0.059197306,-0.071622133,-0.382727444,-0.077790607,-0.077883244,-0.434448332,-0.092560727,-0.000158131,-0.236542523,-0.042485751,0.007476211,-0.341708601,-0.060608346,0.013462722,-0.40795514,-0.078542072,0.017098427,-0.464124084,-0.093025345,0.041477084,-0.213093638,-0.052039832,0.058738232,-0.307901651,-0.074459325,0.067759037,-0.369154125,-0.094107453,0.072395086,-0.42582202,-0.108808022,0.076713681,-0.171155632,-0.063783411,0.115659952,-0.226046681,-0.084703486,0.140775084,-0.265239477,-0.09590346,0.159659803,-0.305732757,-0.104404662,0
